Booking No,Agent,Country,Tour Type,Booking Date,Amount,Status
BK021664,TUI,Germany,Cultural,2026-04-25,3167,Pending
BK021665,Cox & Kings,USA,Adventure,2026-08-03,,Pending
BK021666,Trailfinders,Australia,Wildlife,2026-01-12,2538,Cancelled
BK021667,Trailfinders,UK,Adventure,2026-10-25,3480,Completed
BK021668,MakeMyTrip,Spain,Family,2026-04-07,-2613,Cancelled
BK021669,Expedia,USA,Business,2026-05-01,-1327,Confirmed
BK021670,Trailfinders,Australia,Business,32/01/2026,3781,Confirmed
BK021671,Cox & Kings,France,Business,2026-12-10,1831,Pending
BK021672,Thomas Cook,UK,Adventure,2026-11-05,1965,Pending
BK011382,TUI,UAE,Cultural,2026-01-08,3615,Cancelled
BK021674,TUI,USA,Business,2026-06-12,2665,Confirmed
BK001316,Trailfinders,UK,Leisure,2026-10-23,1098,Cancelled
BK021676,Expedia,Japan,Cultural,2026-01-17,4714,Pending
BK021677,Trailfinders,USA,Honeymoon,2026-09-02,-863,Completed
BK021678,Kuoni,UK,Leisure,2026-04-15,1127,Completed
BK021679,Thomas Cook,Spain,Honeymoon,2026-09-11,301,Pending
BK021680,Thomas Cook,Italy,Cultural,2026-10-24,2285,Pending
BK021681,MakeMyTrip,Spain,Wildlife,,3780,Confirmed
BK021682,Thomas Cook,UAE,Adventure,2026-09-10,3699,Completed
BK021683,Kuoni,UAE,Business,2026-02-05,2851,Confirmed
BK021684,MakeMyTrip,France,Leisure,2026-11-26,3073,Pending
BK021685,Cox & Kings,France,Leisure,2026-11-20,3132,Confirmed
BK021686,Trailfinders,Italy,Business,2026-11-08,113,Pending
BK021687,Expedia,Italy,Adventure,2026-02-19,,Confirmed
BK021688,Thomas Cook,Japan,Cultural,2026-08-25,4771,Confirmed
BK021689,Expedia,Japan,Cultural,2026-03-17,346,Cancelled
BK021690,Expedia,USA,Business,2026-12-17,189,Cancelled
BK021691,Thomas Cook,Germany,Leisure,2026-11-24,4933,Confirmed
BK021692,TUI,UAE,Cultural,2026-03-22,-815,Pending
BK021693,Booking.com,,Adventure,2026-03-24,3762,Confirmed
BK021694,Expedia,Australia,Cultural,2026-11-30,2518,Pending
BK010852,MakeMyTrip,Italy,Leisure,2026-10-31,4642,Cancelled
BK021696,MakeMyTrip,UK,Adventure,2026-12-16,409,
BK021697,Thomas Cook,USA,,2026-04-14,3870,Completed
BK009214,Cox & Kings,UK,Business,2026-07-12,721,Cancelled
BK021699,Expedia,Canada,Leisure,2026-01-01,1627,Cancelled
BK021700,Booking.com,USA,Business,2026-01-13,1522,Cancelled
BK021701,Cox & Kings,Australia,Cultural,31-31-2026,3026,Pending
BK021702,Trailfinders,USA,Family,0000-00-00,2996,Cancelled
BK021703,Thomas Cook,Germany,Cultural,2026-08-08,4799,Pending
BK021704,Cox & Kings,UAE,Business,2026-05-04,-1088,Cancelled
BK017069,Thomas Cook,UAE,Cultural,2026-06-20,4425,Confirmed
BK021706,Thomas Cook,Italy,Family,2026-06-29,4132,Completed
BK021707,TUI,UK,Honeymoon,2026-01-11,4320,Pending
BK017180,Cox & Kings,Germany,Cultural,2026-10-22,4595,Pending
BK021709,Kuoni,Canada,Business,2026-02-13,-268,Pending
BK021710,Expedia,UAE,Cultural,2026-05-21,2422,Pending
BK021711,Cox & Kings,France,Adventure,2026-12-14,"1,000",Completed
BK021712,MakeMyTrip,Germany,Leisure,2026-11-17,1769,Cancelled
BK021713,TUI,USA,Adventure,2026-08-19,$500,Cancelled
BK021714,Booking.com,Germany,Adventure,2026-02-03,,Confirmed
BK021715,Trailfinders,Spain,Honeymoon,2026-05-21,2911,Completed
BK021716,Kuoni,Spain,Leisure,2026-01-01,-1932,Confirmed
BK021717,Cox & Kings,Germany,Adventure,2026-05-27,3985,Cancelled
BK021718,Thomas Cook,Canada,Business,2026-11-04,2915,Completed
BK004844,Cox & Kings,Japan,Honeymoon,2026-08-19,1636,Cancelled
BK021720,Thomas Cook,Australia,Honeymoon,2026-09-17,2450,Pending
BK000674,Trailfinders,Australia,Adventure,2026-01-12,4516,Cancelled
BK021722,Expedia,USA,Cultural,2026-01-24,-2865,Pending
BK021723,Thomas Cook,France,Family,2026-03-06,1457,Cancelled
BK021724,Kuoni,Spain,Cultural,2026-08-03,2514,Completed
BK021725,Kuoni,UK,Wildlife,2026-01-28,4205,Pending
BK021726,Cox & Kings,Japan,Business,2026-06-30,null,Cancelled
BK021727,Cox & Kings,Spain,Cultural,2026-12-22,"1,000",Pending
BK006459,MakeMyTrip,Canada,Cultural,2026-01-11,1697,Completed
BK021729,Booking.com,Canada,Wildlife,2026-09-22,270,Confirmed
BK021730,Booking.com,Australia,Cultural,2026-05-19,-2330,Confirmed
BK021731,,Canada,Leisure,2026-05-21,1713,Pending
BK014957,Kuoni,France,Wildlife,2026-11-27,1174,Completed
BK021733,TUI,Germany,Honeymoon,2026-06-27,4978,Confirmed
BK021734,MakeMyTrip,France,Adventure,2026-05-05,4257,Cancelled
BK021735,,Spain,Wildlife,2026-05-06,880,Completed
BK021736,Cox & Kings,Japan,Family,2026-10-27,273,Cancelled
BK021737,Expedia,,Wildlife,2026-03-07,1373,Completed
BK017622,Booking.com,UAE,Family,2026-07-26,3763,Cancelled
BK021739,Cox & Kings,Japan,Cultural,2026-03-09,1035,Cancelled
BK021740,Cox & Kings,France,Family,2026-06-02,148,Cancelled
BK021741,Trailfinders,UK,Leisure,yesterday,1817,Cancelled
BK021742,Kuoni,Spain,Adventure,2026-10-30,915,Cancelled
BK021743,Booking.com,Australia,Cultural,2026-09-29,-2165,Completed
BK021744,Cox & Kings,USA,Business,,4547,Completed
BK021745,Kuoni,USA,Leisure,notadate,617,Confirmed
BK021746,Kuoni,Italy,Leisure,2026-01-03,3149,Pending
BK021747,Expedia,Japan,Cultural,2026-02-21,  ,Confirmed
BK021748,,Canada,Business,2026-03-26,3802,Cancelled
BK021749,TUI,Spain,Family,2026-06-06,-2211,Pending
BK021750,TUI,UAE,Honeymoon,2026-01-04,1577,Cancelled
BK021751,TUI,Spain,Leisure,,3540,Cancelled
BK021752,Cox & Kings,Canada,Adventure,2026-01-02,2507,Pending
BK021753,TUI,USA,Family,2026-07-03,2246,Pending
BK021754,TUI,France,Adventure,2026-07-12,168,Pending
BK021755,Kuoni,Australia,Honeymoon,2026-09-18,4141,Completed
BK018664,TUI,France,Family,2026-12-29,2030,Confirmed
BK021757,Trailfinders,Italy,Cultural,2026-12-16,2611,Pending
BK021758,Thomas Cook,Italy,Wildlife,2026-04-06,496,Cancelled
BK021759,TUI,France,Leisure,2026-11-05,N/A,Confirmed
BK001256,Booking.com,USA,Family,2026-01-07,2474,Confirmed
BK021761,MakeMyTrip,Germany,Cultural,2026-11-24,1532,Completed
BK021762,Cox & Kings,Germany,Cultural,2026-11-21,-215,Pending
BK002675,Expedia,Japan,Leisure,2026-12-28,1553,Confirmed
BK021764,Expedia,UAE,Adventure,2026-03-07,511,Completed
BK021765,Cox & Kings,UAE,Adventure,2026-11-22,1260,Cancelled
BK021766,Thomas Cook,Canada,Honeymoon,2026-01-25,4172,Confirmed
BK021767,Expedia,UAE,Leisure,2026-08-10,4525,Pending
BK021768,MakeMyTrip,,Wildlife,2026-12-13,2050,Confirmed
BK021769,Thomas Cook,Australia,Adventure,2026-05-22,4048,Cancelled
BK021770,Trailfinders,Canada,Family,2026-05-02,4558,Cancelled
BK021771,Thomas Cook,Australia,Family,N/A,4153,Completed
BK021772,MakeMyTrip,UAE,Wildlife,2026-09-23,479,Cancelled
BK021773,Thomas Cook,UAE,Adventure,2026-09-18,1642,Confirmed
BK021774,MakeMyTrip,Australia,Business,2026-11-19,4781,Pending
BK016048,TUI,Canada,Business,2026-08-02,347,Completed
BK021776,Expedia,,Cultural,2026-10-23,1885,Confirmed
BK021777,Cox & Kings,Canada,Business,,2806,Confirmed
BK021778,MakeMyTrip,France,Honeymoon,2026-07-24,2158,Completed
BK021779,MakeMyTrip,Canada,Cultural,2026-04-05,493,Cancelled
BK001924,Trailfinders,France,Cultural,2026-12-14,4768,Confirmed
BK021781,MakeMyTrip,Japan,Business,2026-01-16,1975,Pending
BK021782,TUI,UK,Leisure,2026-04-16,798,Cancelled
BK021783,TUI,UAE,Wildlife,2026-05-01,-1228,Cancelled
BK021784,TUI,Australia,,2026-04-15,2689,Pending
BK021785,MakeMyTrip,UAE,Family,2026-01-27,1569,Completed
BK021786,Booking.com,Germany,Adventure,2026-09-01,443,Confirmed
BK021787,Thomas Cook,France,Cultural,2026-03-27,1794,Cancelled
BK008219,Cox & Kings,Spain,Business,2026-09-14,1906,Completed
BK021789,,USA,Adventure,2026-06-06,1425,Confirmed
BK021790,TUI,UK,Cultural,2026-04-21,3467,Confirmed
BK021791,Expedia,Italy,Business,2026-09-03,-2505,Completed
BK021792,MakeMyTrip,France,Cultural,2026-09-20,3129,Cancelled
BK021793,TUI,Spain,Wildlife,2026-03-05,1514,Confirmed
BK021794,Expedia,France,Family,2026-12-03,1311,Pending
BK021795,Trailfinders,UAE,Cultural,2026-10-07,582,Completed
BK021796,Cox & Kings,Australia,Adventure,2026-06-26,4125,Pending
BK021797,MakeMyTrip,UK,Wildlife,2026-06-26,2648,Cancelled
BK021798,Expedia,UAE,Adventure,2026-07-05,N/A,Completed
BK021799,Cox & Kings,,Wildlife,2026-04-27,1688,Completed
BK021800,TUI,Canada,Leisure,2026-02-30,160,Pending
BK021801,Booking.com,Germany,Adventure,2026-12-08,abc,Confirmed
BK021802,Cox & Kings,Japan,Honeymoon,2026-03-24,2389,Cancelled
BK010169,MakeMyTrip,Japan,Cultural,2026-04-21,1977,Cancelled
BK021804,MakeMyTrip,UK,Cultural,2026-09-19,4671,Completed
BK021805,Expedia,UK,Cultural,2026-10-23,1048,Cancelled
BK021806,Expedia,UK,Honeymoon,2026-12-11,2611,Pending
BK021807,Thomas Cook,Italy,Business,2026-11-20,null,Cancelled
BK021808,Kuoni,Italy,Honeymoon,2026-01-19,4582,Confirmed
BK021809,Trailfinders,UK,Wildlife,2026-06-23,796,Cancelled
BK021810,Expedia,Italy,Business,2026-12-05,-2060,Completed
BK021811,Trailfinders,USA,Cultural,2026-02-03,3736,Cancelled
BK021812,Thomas Cook,Italy,Honeymoon,31-31-2026,791,Pending
BK014298,Booking.com,UAE,Honeymoon,2026-08-24,3628,Cancelled
BK021814,Trailfinders,USA,Leisure,2026-02-30,4261,Completed
BK021815,Kuoni,Germany,Family,2026-12-30,$500,Confirmed
BK021816,,Japan,Leisure,2026-02-20,242,Pending
BK021817,TUI,Japan,Family,2026-10-30,2670,Pending
BK021818,TUI,Spain,Leisure,2026-10-05,$500,Completed
BK021819,Expedia,USA,Adventure,2026-09-09,4305,Pending
BK021820,Kuoni,France,Wildlife,2026-04-11,288,Cancelled
BK021821,Trailfinders,Canada,Leisure,2026-03-23,3650,Pending
BK021822,TUI,Japan,Leisure,2026-05-31,4726,Completed
BK021823,TUI,Japan,Family,2026-11-11,NaN,Confirmed
BK021824,Expedia,Japan,Honeymoon,2026-02-30,1868,Cancelled
BK021825,Booking.com,Germany,Business,2026-04-03,1457,Completed
BK021826,MakeMyTrip,UK,Wildlife,2026-08-05,3012,Confirmed
BK021827,MakeMyTrip,France,Adventure,2026-03-09,  ,Pending
BK021828,Thomas Cook,USA,Honeymoon,,2726,Confirmed
BK021829,Booking.com,UAE,Wildlife,2026-05-03,-310,Completed
BK021830,Booking.com,USA,Family,2026-04-25,-2256,Confirmed
BK021831,TUI,UAE,Family,2026-02-20,759,Completed
BK021832,Thomas Cook,UK,Leisure,2026-05-18,1424,Pending
BK021833,,UK,Honeymoon,2026-03-24,469,Confirmed
BK021834,MakeMyTrip,UK,Family,2026-07-18,772,Completed
BK021835,Cox & Kings,Germany,Leisure,2026-12-17,1641,Completed
BK021836,Kuoni,Spain,Wildlife,2026-02-09,838,Completed
BK021837,Expedia,France,Wildlife,2026-04-04,4534,Completed
BK021838,Expedia,UK,Cultural,2026-03-16,2374,Pending
BK006043,TUI,Canada,Cultural,2026-10-07,183,Confirmed
BK021840,Booking.com,Germany,Cultural,2026-02-30,3263,Completed
BK021841,Kuoni,UK,Honeymoon,2026-04-05,3256,Cancelled
BK021842,MakeMyTrip,Australia,Family,2026-07-31,2038,Confirmed
BK021843,Kuoni,Spain,Honeymoon,2026-06-06,-2691,Pending
BK003927,Thomas Cook,Australia,Wildlife,2026-05-26,664,Completed
BK021845,Expedia,USA,Business,2026-05-29,3847,Confirmed
BK021846,Thomas Cook,Japan,Business,2026-01-02,1696,Confirmed
BK021847,Trailfinders,UK,Honeymoon,2026-03-09,1990,Completed
BK021848,Trailfinders,Italy,Family,2026-04-01,1466,Completed
BK021849,Trailfinders,Spain,Business,2026-09-04,2994,Completed
BK003674,Booking.com,Australia,Honeymoon,2026-02-05,4779,Confirmed
BK021851,TUI,Italy,Wildlife,2026-01-18,2924,Completed
BK021852,MakeMyTrip,France,Business,2026-11-16,2314,Cancelled
BK021853,TUI,Canada,Cultural,2026-02-09,1711,Confirmed
BK021854,TUI,Australia,Family,2026-12-25,-1588,Cancelled
BK021855,MakeMyTrip,UK,Family,2026-10-10,  ,Completed
BK021856,Kuoni,UK,Business,2026-01-15,2932,Pending
BK021857,Booking.com,Canada,Family,2026-06-10,-2008,Cancelled
BK021858,TUI,Spain,Adventure,,3625,Cancelled
BK021859,TUI,Japan,Adventure,2026-05-02,-2780,Cancelled
BK021860,Kuoni,Canada,Family,2026-03-26,2794,Confirmed
BK021861,Trailfinders,,Adventure,2026-10-24,2378,Pending
BK021862,Trailfinders,Italy,Business,2026-06-21,4927,Cancelled
BK021863,Booking.com,France,Adventure,2026-09-06,null,Cancelled
BK021864,Thomas Cook,Spain,Leisure,2026-02-07,4235,Confirmed
BK021865,Thomas Cook,UK,Leisure,2026-09-06,-2781,Pending
BK021866,Cox & Kings,Australia,Adventure,2026-12-31,3861,Confirmed
BK011944,MakeMyTrip,Australia,Cultural,2026-06-10,3494,Confirmed
BK021868,Expedia,USA,Adventure,2026-06-23,1317,Completed
BK021869,Trailfinders,Canada,Leisure,2026-07-16,1137,Confirmed
BK021870,Booking.com,UK,Business,2026-03-05,1004,Pending
BK021871,Thomas Cook,Canada,Adventure,2026-08-05,4413,Pending
BK021872,Kuoni,Spain,Wildlife,2026-06-18,1304,Cancelled
BK021873,TUI,UAE,Family,2026-09-20,942,Cancelled
BK021874,MakeMyTrip,Canada,Honeymoon,2026-05-08,696,Pending
BK001958,MakeMyTrip,UK,Adventure,2026-11-22,4429,Cancelled
BK021876,Thomas Cook,Australia,Leisure,2026-12-10,4785,Confirmed
BK021877,Kuoni,UK,Leisure,2026-04-04,2469,Pending
BK021878,Trailfinders,Spain,Honeymoon,2026-07-30,"1,000",Confirmed
BK021879,MakeMyTrip,USA,Family,2026-02-17,1258,Cancelled
BK021880,Expedia,Australia,Adventure,2026-04-30,2832,Pending
BK021881,Thomas Cook,USA,Leisure,2026-03-26,1078,
BK018361,Cox & Kings,UAE,Wildlife,2026-02-23,2914,Completed
BK021883,TUI,France,Cultural,2026-09-20,"1,000",Cancelled
BK021884,Trailfinders,USA,Cultural,2026-09-02,NaN,Completed
BK021885,Thomas Cook,France,Family,2026-11-24,4118,Completed
BK021886,MakeMyTrip,Germany,Business,2026-06-13,2326,Completed
BK021887,Kuoni,Germany,Cultural,2026-13-45,4114,Confirmed
BK021888,Cox & Kings,USA,Adventure,2026-03-01,4836,Cancelled
BK021889,TUI,USA,Family,2026-01-02,1893,Completed
BK021890,Kuoni,UAE,Business,2026-10-22,-712,Confirmed
BK021891,Cox & Kings,Italy,Honeymoon,2026-04-18,2324,Completed
BK021892,Expedia,UAE,Family,2026-04-03,-1067,Completed
BK021893,TUI,France,Wildlife,2026-06-16,4666,Confirmed
BK009278,Cox & Kings,UK,Cultural,2026-12-23,3529,Completed
BK020607,Cox & Kings,UAE,Business,2026-03-16,233,Completed
BK021896,Cox & Kings,USA,Family,2026-07-26,4683,Pending
BK021897,Thomas Cook,Spain,Adventure,2026-11-28,2513,Confirmed
BK021898,TUI,UAE,Business,2026-05-12,-2351,Completed
BK008861,Kuoni,Australia,Adventure,2026-08-07,4754,Confirmed
BK021900,Cox & Kings,UAE,Leisure,2026-05-28,4690,Pending
BK021901,MakeMyTrip,Australia,Cultural,2026-05-17,-2853,Cancelled
BK021902,Kuoni,,Business,2026-02-10,1105,Cancelled
BK004692,Thomas Cook,Canada,Wildlife,2026-01-12,857,Cancelled
BK010236,Thomas Cook,USA,Adventure,2026-11-17,2123,Cancelled
BK021905,Booking.com,Spain,Wildlife,yesterday,2211,Confirmed
BK021906,Booking.com,Italy,Wildlife,2026-04-29,-443,Completed
BK021907,Thomas Cook,UAE,Adventure,2026-04-22,2523,Pending
BK021908,Booking.com,Japan,Leisure,2026-12-24,4901,Confirmed
BK021909,Kuoni,Japan,Business,2026-07-04,-2068,Confirmed
BK008693,Cox & Kings,Spain,Leisure,2026-11-05,1335,Cancelled
BK021911,MakeMyTrip,Germany,Leisure,2026-04-06,-2150,Cancelled
BK021912,Cox & Kings,UAE,Business,2026-08-08,3067,Cancelled
BK021913,Cox & Kings,Canada,Cultural,2026-06-29,3778,Confirmed
BK021914,Expedia,UK,Leisure,2026-02-06,2644,Pending
BK021915,Booking.com,UK,Adventure,2026-04-08,4746,Pending
BK021916,Cox & Kings,Australia,Business,,2210,Cancelled
BK021917,Booking.com,UAE,Business,2026-03-15,-450,Cancelled
BK021918,TUI,Spain,Adventure,2026-12-21,595,Pending
BK021919,Expedia,Spain,Cultural,2026-12-06,2012,Pending
BK021920,Thomas Cook,Italy,Family,2026-12-31,1178,Cancelled
BK021921,Cox & Kings,UK,Adventure,2026-09-30,null,Pending
BK021922,Cox & Kings,Italy,Wildlife,2026/01/01/01,2869,Completed
BK001283,Thomas Cook,Canada,Adventure,2026-10-06,2767,Completed
BK021924,Trailfinders,France,Honeymoon,0000-00-00,3909,Completed
BK021925,Thomas Cook,,Family,2026-11-06,3189,Completed
BK021926,Kuoni,Germany,Family,2026-03-25,704,Pending
BK021927,Booking.com,Germany,Business,2026-07-04,1015,
BK021928,Cox & Kings,UK,Honeymoon,2026-11-16,NaN,Pending
BK021929,Thomas Cook,France,Business,2026-02-30,2455,Completed
BK021930,Kuoni,Germany,Honeymoon,2026-03-18,2229,Pending
BK021931,Trailfinders,Germany,Wildlife,2026-09-11,1386,Cancelled
BK021932,Booking.com,Italy,Family,2026-10-01,4093,
BK001654,Cox & Kings,Japan,Family,2026-01-10,1270,Completed
BK021934,Thomas Cook,Canada,Wildlife,0000-00-00,1411,Pending
BK021935,Thomas Cook,Australia,Honeymoon,2026-11-26,,Cancelled
BK021936,MakeMyTrip,France,Cultural,2026.01.15,1946,Completed
BK021937,Kuoni,Australia,Leisure,,1673,Pending
BK021938,Trailfinders,Japan,Honeymoon,2026-12-08,3132,Cancelled
BK021939,Thomas Cook,Germany,Business,2026-03-06,1837,Cancelled
BK021940,Trailfinders,Spain,Cultural,2026-02-30,3284,Pending
BK012705,Kuoni,Spain,Family,2026-05-04,2398,Confirmed
BK021942,Trailfinders,Italy,Adventure,2026-03-12,246,Cancelled
BK021943,TUI,Germany,Leisure,2026-13-45,2969,Cancelled
BK021944,TUI,Italy,Family,2026-12-23,4649,Cancelled
BK021945,Cox & Kings,Japan,Adventure,2026-10-21,651,Completed
BK021946,Thomas Cook,USA,Honeymoon,2026-08-01,3442,Cancelled
BK021947,Booking.com,Italy,Wildlife,2026-10-12,-69,Cancelled
BK021948,Kuoni,UAE,Wildlife,,4398,Pending
BK021949,TUI,Canada,Wildlife,2026-05-26,$500,Cancelled
BK021950,Expedia,Germany,Leisure,2026-08-22,366,Confirmed
BK021951,Booking.com,USA,Cultural,2026-05-28,NaN,Confirmed
BK021952,TUI,USA,Business,2026-05-18,-1708,Cancelled
BK017682,Cox & Kings,Japan,Cultural,2026-03-27,2849,Cancelled
BK021954,Trailfinders,France,Leisure,2026-01-17,2110,Completed
BK021955,Thomas Cook,France,Business,2026-11-20,4389,Cancelled
BK021956,Cox & Kings,Germany,Business,2026-04-09,4245,Pending
BK021957,Thomas Cook,Germany,Family,2026-05-02,1588,Pending
BK021958,TUI,Japan,Adventure,2026-06-14,1026,Pending
BK021959,Thomas Cook,Australia,Family,2026-07-29,3568,Completed
BK021960,Thomas Cook,Italy,Cultural,2026-02-22,abc,Confirmed
BK021961,Kuoni,Japan,Leisure,2026-06-02,2848,Pending
BK021962,Cox & Kings,Australia,Honeymoon,2026-03-10,-2965,Completed
BK021963,Expedia,USA,Wildlife,2026-06-23,-2045,Completed
BK021964,Trailfinders,USA,Family,2026-04-08,4986,Cancelled
BK021965,Kuoni,UAE,Business,2026-05-17,abc,Completed
BK021966,Booking.com,Germany,Business,2026-02-30,2105,Confirmed
BK021967,TUI,Spain,Adventure,2026-12-21,-788,Cancelled
BK021968,TUI,France,Business,2026-10-12,1275,Cancelled
BK021969,Kuoni,France,Family,2026-01-30,,Confirmed
BK021970,Kuoni,Spain,,2026-08-10,3526,Confirmed
BK021971,Expedia,Italy,Family,2026-05-28,430,
BK021972,Trailfinders,UK,Leisure,2026-04-21,2280,Confirmed
BK021973,Booking.com,Canada,Business,2026-01-07,2720,Confirmed
BK021974,MakeMyTrip,Canada,Leisure,2026-04-25,1830,Completed
BK021975,Kuoni,UK,Adventure,2026-02-18,4533,Pending
BK021976,Kuoni,Japan,Cultural,13/13/13,4659,Confirmed
BK021977,Thomas Cook,France,Family,31-31-2026,3658,Cancelled
BK021978,,Australia,Family,2026-11-10,4304,Completed
BK021979,Trailfinders,UAE,Family,2026-01-20,2430,Cancelled
BK010187,Thomas Cook,Italy,Family,2026-11-25,555,Completed
BK011269,Booking.com,Australia,Wildlife,2026-09-04,2458,Cancelled
BK021982,TUI,Japan,Leisure,2026-04-25,-877,Pending
BK021983,,France,Wildlife,2026-09-02,2064,Confirmed
BK021984,Cox & Kings,Canada,Family,2026-11-11,118,Confirmed
BK021985,Expedia,Germany,Family,2026-01-29,1611,Cancelled
BK021986,Expedia,Italy,Leisure,2026-05-08,NaN,Pending
BK021987,Expedia,Australia,Wildlife,2026-09-21,2914,Pending
BK021988,Kuoni,USA,Wildlife,2026-08-13,4100,Confirmed
BK021989,Expedia,Spain,Wildlife,2026-03-27,abc,Confirmed
BK021990,TUI,Australia,,2026-02-09,2106,Pending
BK021991,TUI,Australia,Cultural,2026-07-19,,Confirmed
BK021992,Booking.com,Canada,Wildlife,2026-04-04,2505,Completed
BK021993,Cox & Kings,USA,Business,2026-11-04,151,Pending
BK021994,TUI,UAE,Business,2026-06-01,925,Completed
BK021995,Booking.com,UAE,Honeymoon,2026-08-25,1871,Completed
BK021996,Trailfinders,Australia,Cultural,2026-06-07,4544,Cancelled
BK021997,Cox & Kings,Canada,Leisure,2026-02-28,1187,Cancelled
BK021998,Kuoni,Germany,,2026-04-18,2995,Confirmed
BK021999,Kuoni,USA,Business,2026-10-10,null,Confirmed
BK022000,Trailfinders,Italy,Leisure,2026-11-09,N/A,Cancelled
BK022001,Booking.com,Spain,Cultural,,3588,Pending
BK022002,Kuoni,UK,Adventure,2026-02-17,1405,Pending
BK002661,Cox & Kings,Japan,Business,2026-12-24,3950,Pending
BK022004,Expedia,Spain,Cultural,2026-02-23,4480,Pending
BK010468,Cox & Kings,Japan,Family,2026-04-03,521,Completed
BK022006,Trailfinders,Italy,Family,2026-08-08,726,Cancelled
BK022007,Cox & Kings,Australia,Honeymoon,2026-05-08,,Confirmed
BK022008,Trailfinders,Germany,Family,2026-12-03,NaN,Cancelled
BK021458,Expedia,Germany,Honeymoon,2026-04-04,3163,Confirmed
BK022010,Cox & Kings,Italy,Business,Jan 15 2026,4505,Confirmed
BK022011,TUI,USA,Cultural,2026-03-27,3815,Pending
BK022012,Kuoni,,Family,2026-08-23,1567,Completed
BK022013,,Spain,Honeymoon,2026-10-11,4651,Confirmed
BK022014,Trailfinders,Spain,Honeymoon,2026-11-15,2266,Pending
BK009412,Booking.com,USA,Leisure,2026-03-16,1007,Confirmed
BK022016,Kuoni,Canada,Honeymoon,2026-11-29,3366,Pending
BK022017,MakeMyTrip,UAE,Adventure,2026-13-45,1501,Cancelled
BK002812,Expedia,USA,Leisure,2026-07-28,4005,Confirmed
BK022019,Booking.com,UK,Cultural,2026-06-17,-1303,Confirmed
BK022020,MakeMyTrip,Italy,Family,2026-04-27,2047,Confirmed
BK022021,Kuoni,USA,Adventure,2026-02-03,3577,Completed
BK022022,Trailfinders,Japan,Adventure,2026-03-20,4735,
BK022023,Trailfinders,France,Honeymoon,2026-12-29,3889,Confirmed
BK022024,MakeMyTrip,France,Family,2026-01-07,2534,Confirmed
BK022025,Booking.com,Spain,Honeymoon,2026-02-11,4778,Pending
BK022026,Expedia,Spain,Leisure,2026-08-09,4292,Completed
BK022027,Booking.com,UK,Cultural,2026-03-23,3568,Completed
BK022028,Trailfinders,USA,Family,2026-12-05,,Cancelled
BK022029,Booking.com,Germany,Honeymoon,2026-07-12,2563,Confirmed
BK022030,Expedia,Japan,Adventure,2026.01.15,1425,Confirmed
BK022031,TUI,Australia,Wildlife,2026-09-30,552,
BK020853,Cox & Kings,Germany,Wildlife,2026-02-14,2480,Completed
BK022033,,UAE,Family,2026-01-17,3600,Cancelled
BK022034,Kuoni,UK,Cultural,2026-05-02,2588,Cancelled
